HH7_region,country_orig,matched_name1,matched_name2,matched_name3,matched_name123,NAME_0,NAME_1,NAME_12,NAME_2,NAME_3,Abs_Lat,CGIAR_Aridity_Index,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Isothermality,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Mean_Diurnal_Range,CHELSA_BIO_Mean_Temperature_of_Coldest_Quarter,CHELSA_BIO_Mean_Temperature_of_Driest_Quarter,CHELSA_BIO_Mean_Temperature_of_Warmest_Quarter,CHELSA_BIO_Mean_Temperature_of_Wettest_Quarter,CHELSA_BIO_Min_Temperature_of_Coldest_Month,CHELSA_BIO_Precipitation_Seasonality,CHELSA_BIO_Precipitation_of_Coldest_Quarter,CHELSA_BIO_Precipitation_of_Driest_Month,CHELSA_BIO_Precipitation_of_Driest_Quarter,CHELSA_BIO_Precipitation_of_Warmest_Quarter,CHELSA_BIO_Precipitation_of_Wettest_Month,CHELSA_BIO_Precipitation_of_Wettest_Quarter,CHELSA_BIO_Temperature_Annual_Range,CHELSA_BIO_Temperature_Seasonality,CIFOR_TropicalPeatlandDepth,CIFOR_TropicalPeatlandExtent,CMS_HeterotrophicRespiration_usingEquationFromBondLamberty2004,CMS_HeterotrophicRespiration_usingEquationFromSubke2006,CMS_SoilRespiration_mean,CSP_Global_Human_Modification,ConsensusLandCoverClass_Barren,ConsensusLandCoverClass_Cultivated_and_Managed_Vegetation,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,ConsensusLandCoverClass_Herbaceous_Vegetation,ConsensusLandCoverClass_Mixed_Other_Trees,ConsensusLandCoverClass_Open_Water,ConsensusLandCoverClass_Regularly_Flooded_Vegetation,ConsensusLandCoverClass_Shrubs,ConsensusLandCoverClass_Snow_Ice,ConsensusLandCoverClass_Urban_Builtup,ConsensusLandCover_Human_Development_Percentage,CrowtherLab_Tree_Density,EarthEnvCloudCover_CloudForestPrediction,EarthEnvCloudCover_Mean,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Contrast_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Dissimilarity_EVI,EarthEnvTexture_Entropy_EVI,EarthEnvTexture_Evenness_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTexture_Maximum_EVI,EarthEnvTexture_Range_EVI,EarthEnvTexture_Shannon_Index,EarthEnvTexture_Simpson_Index,EarthEnvTexture_Std_EVI,EarthEnvTexture_Uniformity_EVI,EarthEnvTexture_Variance_EVI,EarthEnvTopoMed_1stOrderPartialDerivEW,EarthEnvTopoMed_1stOrderPartialDerivNS,EarthEnvTopoMed_2ndOrderPartialDerivEW,EarthEnvTopoMed_2ndOrderPartialDerivNS,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Eastness,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Northness,EarthEnvTopoMed_ProfileCurvature,EarthEnvTopoMed_Roughness,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TangentialCurvature,EarthEnvTopoMed_TerrainRuggednessIndex,EarthEnvTopoMed_TopoPositionIndex,EarthEnvTopoMed_VectorRuggednessMeasure,EsaCci_BurntAreasProbability,FanEtAl_Depth_to_Water_Table_AnnualMean,FanEtAl_Depth_to_Water_Table_AnnualSD,GHS_Population_Density,GLW3_RuminantsDistribution_downsampled10km,GPWv4_Population_Density,GiriEtAl_MangrovesExtent,GoshEtAl_GlobalGDP2006,IPCC_Global_Biomass,MODIS_EVI,MODIS_FPAR,MODIS_GPP,MODIS_LAI,MODIS_NDVI,MODIS_NPP,MODIS_Nadir_Reflectance_Band1,MODIS_Nadir_Reflectance_Band2,MODIS_Nadir_Reflectance_Band3,MODIS_Nadir_Reflectance_Band4,MODIS_Nadir_Reflectance_Band5,MODIS_Nadir_Reflectance_Band6,MODIS_Nadir_Reflectance_Band7,NASA_ForestCanopyHeight,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,Resolve_Biome,Resolve_Ecoregion,SG_Absolute_depth_to_bedrock,SG_Bulk_density_015cm,SG_CEC_015cm,SG_Clay_Content_015cm,SG_Coarse_fragments_015cm,SG_Depth_to_bedrock,SG_H2O_Capacity_015cm,SG_SOC_Content_015cm,SG_SOC_Density_015cm,SG_SOC_Stock_005cm_to_015cm,SG_Saturated_H2O_Content_015cm,SG_Silt_Content_015cm,SG_Soil_H2O_Capacity_pF_20_015cm,SG_Soil_pH_H2O_015cm,SpawnEtAl_HarmonizedAGBiomass,SpawnEtAl_HarmonizedBGBiomass,TootchiEtAl_WetlandsRegularlyFlooded,UNEP_WCMC_Biomass,WCS_Human_Footprint_2009,WWF_Biome,WWF_Ecoregion
BABIL,Iraq,Babil,,,Babil,Iraq,Babil,,,,32.60715318,410.3096537,2895.610221,255.4596575,125.5712204,-2394.246921,447.0762136,-2600.382456,119.9196599,378.7203847,379.9427329,119.9196599,58.46411503,85.94511747,70.29428664,0,0,0,24.60672298,70.29428664,-2342.887895,6904.636567,0.003110562,0.003156834,293.4555709,288.1178147,451.7962719,0.568521506,26.63375845,51.14080597,0.003558949,0,0.016773515,0.121869969,1.322863046,0.389711867,0.150137393,18.9165918,0,1.314966765,52.45577273,423.0413164,0,2538.652342,1537.324038,195204.3813,2466.59253,32152.93853,27090.45231,9289.675378,3035.201256,1337.634042,1264.09189,20255.90851,8336.575122,364.1538268,882.6398794,143839.9403,0.000181527,-1.15E-05,-4.69E-07,-4.38E-07,-0.033595141,0.061072369,0.008714614,30.18273537,-0.000752655,-1.09E-06,2.499621774,0.15409411,4.43E-07,0.822125561,-0.017704948,4.26E-06,0.030031895,18.12506631,0.203245014,21.16984378,7109.308659,392.166106,0,0.912556919,921.9858846,1868.284569,25.59754725,2229.058294,4.441292609,2746.123107,278.5359076,1734.575193,2925.244053,878.5651965,1425.024175,3004.777846,2784.396731,2158.55149,2.433032885,49.78850038,13,831,3947.303977,1469.570037,20.07537932,30.34500643,4.766027718,199.9974056,23.29357275,9.157986332,135.6260277,13.44881372,42.10357489,44.68927708,14.18673475,77.37682348,1.106550396,0.650460974,0.653151727,2.2268438,19.00728733,13,81303
BAGHDAD,Iraq,Baghdad,,,Baghdad,Iraq,Baghdad,,,,33.32683302,560.9008131,2766.190696,251.728174,156.9596495,-2402.951609,444.6404117,-2604.048877,115.9743123,378.6566831,378.6566831,115.9743123,56.90577638,86.41409143,84.27726087,0,0,0,29.1350919,84.27726087,-2343.765354,7018.550892,0.000101526,0.002066937,279.3486234,273.2464883,422.2835932,0.782436352,15.76340578,18.02921877,0.011359236,0,0,0.402216336,1.279838127,1.202245805,0.512954327,15.21178893,0,47.57604178,65.60526054,198.3676962,0,2604.157597,1830.333982,172832.6525,2685.162497,27732.43277,25261.23754,9194.109597,3788.129389,1662.313453,1139.131195,18601.74872,7996.126336,333.1341281,1073.426045,135191.8081,-8.46E-06,-0.000129843,1.21E-06,7.56E-07,-0.05881266,-0.00312018,-0.000238853,36.88152985,-0.007285648,1.13E-06,3.961268945,0.248240862,3.40E-07,1.316310827,0.029499534,1.53E-05,0.00330868,12.52554538,0.209269279,362.5017596,4438.397009,5164.839483,0,12.76672435,877.8614815,1168.34051,19.90119563,1860.303271,3.322150364,1766.213969,211.096169,1822.244287,2555.410485,988.5037424,1515.465664,2663.815396,2649.074228,2281.046443,1.252201553,49.13490935,13,831,3070.619151,1455.878486,18.00864255,28.04327113,6.558165763,199.9922956,22.30595602,7.408849536,112.9250843,10.90120195,42.18963974,41.67086324,14.83281426,76.54110288,0.669082144,1.133441162,0.717539396,2.167282902,39.37892201,13,81303
DIALA,Iraq,Diyala,,,Diyala,Iraq,Diyala,,,,33.89831673,913.8208845,2726.208805,243.2696383,325.1240177,-2404.619114,443.5342048,-2602.636625,107.5663039,374.813184,374.8837017,107.6326344,49.48766709,91.01790015,184.6398776,0.006226268,0.174192755,0.174192755,64.28110527,184.7521049,-2337.453462,7209.254673,0.000891538,0.000910541,299.7414096,294.7381679,465.193185,0.310675241,66.81676132,15.24539166,0.000652429,0,0.007709797,0.188294741,1.661004727,0.523697148,0.008395112,15.11681111,0,0.428126568,15.67351823,371.7467751,0,2324.515277,1286.150516,119760.6687,2610.061457,21976.92787,23611.03441,8816.102335,4500.575395,2175.153009,887.4401007,16688.49746,7423.320166,255.5557553,1502.618759,91047.82409,-0.002191046,-0.001748685,-1.62E-06,-9.34E-07,-0.251246602,-0.149163371,-0.061163232,110.0784122,-0.069512177,-4.11E-06,6.947905366,0.551311869,1.58E-06,2.20415382,-0.064689034,6.61E-05,0.022246109,20.86245607,0.25140946,5.635332481,3670.078456,113.1277812,0,0.337823726,667.5808169,1344.034713,21.33945135,1631.469244,3.667004045,1927.890272,490.4084688,2264.406701,3199.74133,1060.430145,1726.652226,3476.621986,3512.709878,2925.622332,0.99183645,40.40792674,13,830,5927.913138,1443.057068,22.95086147,26.33272609,6.493428601,199.8875828,22.85221268,6.540448365,107.4107454,10.01034752,42.50096856,41.31640575,14.5741244,76.26402498,0.772210681,0.958411856,0.330247483,2.827280262,12.73334824,13,81320
DUHOK,Iraq,Dihok,,,Dihok,Iraq,Dihok,,,,37.05787258,4281.459884,1887.818178,145.5160761,955.7230354,-2403.959804,357.8451969,-2599.452926,12.96947627,283.2945863,283.2945863,28.59519281,-45.30480585,79.59396718,421.3816073,1.047914042,3.42592536,3.42592536,159.405136,460.4873147,-2328.349996,7174.065181,0.000497352,0.000587965,403.7368187,403.8832102,699.0843087,0.652052831,5.360945342,52.08404519,0.006949997,0,0.043127257,18.79865196,7.661017043,0.143172308,0.002006675,15.6134989,0,0.273699786,52.35774497,4575.443897,0,3664.025088,932.4596412,134242.8359,2188.284749,26556.67807,27110.25475,9315.674145,3343.220568,1255.091166,1034.956462,19516.84513,8322.139588,295.4519504,760.9078984,96231.70034,-0.006632831,-0.014933342,-2.40E-06,-4.21E-05,-0.166937153,-0.091606351,-0.039565846,968.7542804,-0.066483018,-6.54E-05,105.8892295,9.33868901,2.68E-05,34.14757021,-1.243235874,0.006033952,0.183129489,46.7574377,1.787354531,14.6526136,1754.285717,382.9486195,0,0.286390052,1589.393499,1973.312054,26.70448032,3903.172063,5.275137684,3260.435168,2140.695053,1512.849703,2792.880479,798.0737013,1243.629148,3016.366353,2655.26724,1837.702113,10.24176885,3.607760658,4,688,1966.037001,1371.567418,27.64906447,32.03715666,16.41565383,180.7795726,25.66052425,17.04309702,237.0818308,23.63243746,45.25826224,38.91244507,14.32985779,74.16539105,1.290142954,0.767007354,0.061779134,3.864875215,14.92454327,4,80446
ERBIL,Iraq,Arbil,,,Arbil,Iraq,Arbil,,,,36.36774574,3214.003786,2040.850547,165.8544112,806.8475905,-2413.775726,374.7979476,-2605.083515,34.55416749,302.8203091,303.2799753,54.07212622,-22.61228654,80.26072945,344.1860431,1.104247961,3.612141522,3.632839502,131.6524104,388.2805296,-2334.08977,7143.535312,7.64E-06,7.64E-06,369.8574003,368.3355809,622.3484906,0.534566329,26.8589011,35.95158392,0.008939574,0,0.044458273,13.4540762,3.413788317,0.00488731,0.015089327,20.01963364,0,0.22490568,36.1764896,2195.164678,0,3404.494874,1037.161932,134812.5318,2184.634958,26758.25275,27081.6224,9312.776889,3336.790255,1269.11274,1048.284016,19543.15961,8314.22741,297.0440929,770.7735999,96122.88892,-0.013582096,-0.004341695,-1.16E-05,-1.61E-05,-0.101264225,-0.191065471,-0.074910195,862.1323508,-0.035384578,-4.05E-05,86.631652,7.554972382,1.61E-05,27.05155171,-0.59369788,0.004396656,0.05198283,42.59903517,1.223531747,9.076843715,2108.053269,169.769064,0,0.27511317,1036.115795,1709.372799,22.9556792,2906.531399,4.426872135,2695.70359,1536.819487,1833.0343,2981.37581,936.5488697,1467.990883,3177.321568,2935.735561,2191.529118,6.879734992,12.83633083,4,688,4747.385997,1372.505718,26.49708109,29.23338229,14.42755822,179.5414356,24.77520571,16.56929336,227.8268981,22.03320654,44.9950564,39.75578129,14.89034532,75.22991328,1.212015855,1.139740319,0.164373357,4.450125159,13.70589801,4,80446
KARBALAH,Iraq,Karbala',,,Karbala',Iraq,Karbala',,,,32.42161938,285.2022366,2965.605603,240.1867442,101.4802469,-2405.837699,425.0745333,-2609.584685,108.5567809,355.2925306,360.2113401,108.5567809,51.44792327,84.90146642,54.15964113,0,0,0,18.65685863,54.15964113,-2357.873398,6595.025707,1.16E-05,1.16E-05,288.190229,282.5725524,440.5983536,0.280725757,87.5201953,6.765651533,0.00016816,0.008507554,0.00834467,0.239507998,0.225147832,2.256915479,0.049206122,2.206695784,0,0.721345118,7.486996651,37.55357964,0,2206.094326,526.7003637,27887.97781,3777.069327,6812.062387,10836.88102,5735.943007,7852.320929,6118.075124,276.9538122,6988.85264,3629.295854,79.94506993,5329.540995,21552.28125,0.000974125,0.001605803,-1.58E-07,1.26E-07,0.343047561,0.334157878,0.058952354,77.5410006,0.083509971,-1.36E-07,3.785520737,0.279291704,1.23E-07,1.214606083,-0.002930427,8.72E-06,0,24.29018809,0.067661034,14.23785861,1666.771075,264.3278989,0,0.45225285,274.9391951,1008.835357,25.83672279,1620.506873,4.485492133,1321.442406,138.3593042,3140.595031,3986.748067,1391.415955,2272.521618,4425.220814,4646.114031,4097.699889,0.445345724,47.7116534,13,831,10927.20981,1483.158132,17.25615419,14.89650259,1.733442699,199.9976743,12.97051732,3.767527982,25.48000673,3.942037458,40.13861417,16.51967976,13.93680408,79.08387754,0.32532064,0.914634091,0.148837817,2.697844925,8.129257442,13,81303
MISAN,Iraq,Maysan,,,Maysan,Iraq,Maysan,,,,31.9091997,687.0361699,2917.907649,262.104318,203.5565728,-2398.701385,461.6588947,-2600.021706,124.9354661,389.5012558,389.6527765,124.9354661,66.754196,94.37575752,127.0761321,0.017653554,0.13517729,0.13517729,44.95756393,127.0761321,-2336.595298,7130.190788,0.022017762,0.02150145,333.6534663,330.4487356,538.4425958,0.279067769,65.07294432,10.95168308,0.082284944,0.002126285,0.424442418,0.606179175,2.533176343,1.634396708,0.440378665,18.03147088,0,0.223544162,11.17522724,7102.374205,0,2512.440751,1490.14323,135790.9885,2658.765299,22327.82316,22799.5517,8736.245846,4698.116689,2407.708223,897.7333895,16183.11714,7233.552469,261.2131947,1697.997302,102140.1625,-0.000496025,-0.000760818,-1.10E-07,-1.91E-07,-0.187942307,-0.070725085,-0.020231676,15.91638927,-0.036687735,-4.49E-07,2.368916812,0.154328162,1.84E-07,0.765296043,-0.008043292,4.56E-06,0.044757919,18.38356558,0.185161718,3.998845394,2406.666973,79.86364816,0,0.14239434,875.6562537,1105.258549,18.46166849,1621.965785,3.192798891,1627.965903,274.372786,2266.549195,3021.648574,1122.588824,1759.57659,3234.165286,3313.65721,2835.866648,0.81809477,48.74779325,9,747,12309.83551,1462.42106,24.1026887,25.73650761,6.818920246,199.9986626,22.41687431,8.148738114,94.41957938,10.13721007,41.81745925,37.76221575,14.01821695,76.08578021,1.239086819,1.019544053,0.514866616,3.25005401,10.34849543,9,80906
MUTHANA,Iraq,Al-Muthannia,,,Al-Muthannia,Iraq,Al-Muthannia,,,,30.15928346,334.3895968,3345.715955,247.1379105,113.2264378,-2379.615654,433.9678204,-2595.67841,112.6904099,363.1226001,365.4200779,113.8238909,48.03211421,90.59612652,65.43478945,0,0.005139973,0.007179267,24.71655494,65.45761592,-2345.564294,6668.730793,6.52E-06,6.52E-06,305.712017,301.0349027,478.0872268,0.050614325,98.25525385,0.409210027,0,0,0,0.01760869,0.18137802,0.012062905,0.002086338,1.090668529,0,0.03162888,0.440838907,50.16583025,0,2245.073794,454.3014112,16453.68863,2505.175569,4914.03781,10394.95585,6423.857565,8163.754184,6050.022629,195.7045749,6242.090812,3617.771883,55.91952752,5022.238379,12045.9424,0.00094999,0.001281236,1.07E-08,-3.40E-09,0.316997794,0.222995166,0.047273391,214.779023,0.072447496,-2.02E-07,3.770086455,0.28233466,1.73E-07,1.209065638,-0.003759011,8.91E-06,2.67E-05,21.10417784,0.046421984,0.933598701,560.5285968,17.65530759,0,0.035616425,180.1634254,919.1144811,18.10829647,1171.514737,2.807226036,1117.255173,92.27726775,3551.333263,4407.780021,1585.118837,2556.871375,5002.08169,5358.91929,4854.252015,0.036139025,47.7025,13,831,14980.3352,1490.535542,15.56711344,10.91656661,1.411100503,199.9999861,9.805381251,3.556663666,9.25553964,2.938277211,39.54382367,9.902566019,13.29588278,79.90706067,0.21954555,0.82870638,0.038788586,2.899258877,4.402257592,13,81303
NAINAWA,Iraq,Ninawa,,,Ninawa,Iraq,Ninawa,,,,35.99016373,1738.926176,2393.338973,203.2917331,343.1237827,-2417.668571,409.1396047,-2608.701556,70.85948177,337.2882114,337.3069783,77.62493177,18.20284071,82.98518404,167.7125788,0.123599805,0.456669607,0.456669607,59.55001555,173.320341,-2340.563232,7125.025566,0.000133461,0.000169598,305.6890399,300.9319249,480.4116394,0.304500016,75.97628398,14.88603049,0.004735905,0.000257987,0,0.935465728,0.938583252,0.075815461,0.017732961,6.690658259,0,0.477943804,15.3639743,616.8518414,0,2827.318886,863.1006327,74454.74516,1822.557163,17707.24552,23301.22765,8908.535663,4795.978158,2131.068436,689.3452045,15755.15616,7350.71878,194.221883,1384.933377,51745.74848,0.000402675,-0.002470911,-1.61E-08,-3.11E-06,-0.135368771,0.044522112,0.010680325,329.0428716,-0.04758865,-6.92E-06,13.93516377,1.192516178,3.59E-06,4.470114475,-0.113917942,0.000357771,0.075086488,23.79954728,0.280741698,6.266253437,2851.004128,116.0092895,0,0.17458519,327.4958164,1243.376237,20.79879297,1839.879715,3.848759406,1763.771846,923.3424148,2569.178663,3509.140168,1144.169137,1899.200719,3873.641666,3934.226007,3319.324193,1.42244369,36.27941658,8,739,11253.18816,1438.440479,22.90320453,23.6185489,5.063236258,198.9947817,21.35621226,6.936437826,112.209247,10.60791198,42.42451048,36.10120402,15.16542659,78.03997742,0.543766472,0.919331575,0.190110302,2.998891321,10.5313708,8,80812
NAJAF,Iraq,An-Najaf,,,An-Najaf,Iraq,An-Najaf,,,,31.04696427,259.0207323,3165.088107,235.9269528,91.60022037,-2383.204288,421.1389801,-2598.266541,103.1156345,349.9278853,354.455443,103.1793714,38.77400723,86.44294592,49.98007472,0,0,0,17.56235225,49.98028404,-2349.135027,6582.709105,2.05E-05,2.05E-05,280.6787317,274.6490555,425.559384,0.165397495,97.71017353,1.478778535,2.35E-05,0,0.028861624,0.016338598,0.076216127,0.081205194,0.001099233,0.47014936,0,0.13672253,1.615501065,15.52949814,0,2014.613254,293.3880715,14144.93512,3585.623873,3575.468385,7540.507394,5228.141569,8701.159752,7120.049647,142.1163644,4534.259403,2694.45854,40.52343512,6258.009073,10459.72144,0.001073698,0.001074089,-2.02E-07,-1.74E-07,0.274894909,0.259549894,0.056331878,258.9974046,0.066546945,-1.03E-06,4.521071962,0.35566952,5.87E-07,1.436539175,-0.017826273,1.31E-05,0.029748994,21.36353069,0.052525911,2.640618995,514.2583137,46.39498216,0,0.101865624,146.0232133,1017.312439,26.14684345,1756.514949,5.123814616,1278.199575,108.6961694,3639.691536,4650.238594,1446.437785,2430.601272,5395.717201,5726.121072,5128.095359,0.098224782,45.89903497,13,831,14260.73817,1470.211305,16.58636945,9.868176599,1.270088973,199.9913279,9.460833439,3.322258535,9.117455711,2.716991476,40.08993213,9.001485362,13.43973091,79.90435929,0.265401122,0.957129944,0.044672015,2.550409983,5.425445065,13,81303
QADISYAH,Iraq,Al-Qadisiyah,,,Al-Qadisiyah,Iraq,Al-Qadisiyah,,,,31.84591608,351.2981362,3081.032079,260.2718845,116.2147681,-2390.851213,451.9666443,-2597.667856,123.3728765,378.3548308,383.8157433,123.3728765,59.2318421,89.51688157,69.06256213,0,0,0,24.49576521,69.06256213,-2338.765199,6919.402982,0.009625939,0.009057472,298.6510808,293.5908773,463.0040322,0.353103246,57.39323859,18.28452812,0.005010405,0,0.058720673,0.12930115,1.707281694,0.075071111,0.086665075,21.94865976,0,0.323632647,18.60816077,453.3058902,0,2381.423095,1783.597174,208903.5975,2814.079412,30252.3354,24822.75134,8826.214588,3771.093807,2011.663296,1215.324015,18430.76919,7702.168109,353.1101276,1460.876325,157598.7055,0.000258726,0.000130276,-6.27E-08,-1.49E-08,-0.019441525,0.07309828,0.012464303,20.71133688,0.007165316,-1.75E-07,2.233888368,0.132583486,1.52E-07,0.733840172,-0.003078902,2.89E-06,0.147021987,17.27135923,0.111359183,11.48918416,4688.137724,201.8106825,0,0.338487805,1012.400693,1362.524174,20.22869723,1649.54656,3.406805928,1936.64316,164.4320884,2170.216397,3090.195519,1095.405934,1723.984246,3267.175531,3262.661004,2722.61125,1.047557569,49.91744482,13,831,8079.464163,1474.20761,20.12661125,27.35827573,4.65081581,199.9771747,21.91896778,7.507796962,95.59394529,10.23372183,41.62800595,39.5894655,14.17125434,77.36625641,1.115569344,0.813182444,0.337153021,2.365298941,11.37433686,13,81303
SALAHADDIN,Iraq,Sala ad-Din,,,Sala ad-Din,Iraq,Sala ad-Din,,,,34.53854953,722.8300518,2739.051672,230.9673097,202.000912,-2414.1794,428.6637402,-2608.029033,95.6123798,360.763088,361.2958007,101.7747753,40.19749387,85.64187288,104.2937929,0.002234209,0.072279808,0.075172193,36.96671925,107.0478808,-2343.033751,7118.431428,0.003251008,0.002870387,275.6144707,269.311811,414.7169669,0.293943307,81.06954553,10.00259875,0.00354329,0.004217963,0.003778952,0.261824475,0.5875992,1.019179225,0.016055893,6.710577867,0,0.308515784,10.31111453,116.325694,0,2599.010285,1202.876959,105405.0078,2198.833681,19293.22959,22925.53821,8878.099556,4882.071741,2233.660922,769.3656345,15702.12085,7289.347975,220.1842778,1467.938375,76113.15317,-0.000315959,-0.00128146,-1.86E-07,-3.92E-07,-0.195879923,0.036460812,-0.004732453,121.0131641,-0.054503549,-1.77E-06,5.184820157,0.405539998,1.10E-06,1.64321941,-0.025261468,2.31E-05,0.016338338,23.99532374,0.131828835,6.648415871,3014.026824,139.0329473,0,0.359167255,370.7765677,1195.703313,21.09453959,1433.295846,3.616075857,1676.847974,438.4285131,2526.16558,3402.548743,1174.961513,1907.823687,3723.636443,3827.080182,3233.766025,0.402865595,44.44088955,13,830,6443.098245,1456.66838,19.73503029,22.52784682,3.799156239,199.9764193,20.23854884,5.268930684,49.62931378,6.353277456,41.6738058,35.63989398,15.31119098,77.83896162,0.477907323,0.914935944,0.198193169,2.507511295,9.319672492,13,81320
SULAIMANIYA,Iraq,As-Sulaymaniyah,,,As-Sulaymaniyah,Iraq,As-Sulaymaniyah,,,,35.53864142,3211.887556,2196.281786,173.7743818,888.0759838,-2402.219067,382.3778364,-2599.975886,44.19732094,310.4351512,310.4351512,47.94581291,-16.7494845,83.2515651,422.6411716,0.449965735,1.60511124,1.60511124,153.6996115,448.572385,-2332.372676,7041.417852,0.001591124,0.00188019,378.1655437,377.1092825,640.1765611,0.552729242,22.69462403,43.22966336,0.121595865,0.000530396,0.002007927,8.865260271,2.19059354,0.420733667,0.01139341,22.1599995,0,0.30949122,43.53915458,1176.900142,0,3108.064631,1035.994674,114575.5051,2291.476728,24585.33097,26779.97932,9284.329295,3531.803616,1321.856703,968.5404285,19117.29697,8243.182787,275.2054011,800.1575828,82935.53098,-0.009937451,-0.010190651,-1.63E-05,-1.45E-05,-0.131285975,-0.08177528,-0.031441934,889.3177109,-0.058100473,-5.05E-05,83.33040278,7.168842812,2.07E-05,26.10140852,-0.705283538,0.004228946,0.120585262,35.56182655,1.709656239,6.22864702,6159.636689,123.7727029,0,0.234224092,969.4091131,1747.709359,23.14014945,2739.808063,4.294166126,2760.287664,1286.46195,1713.360502,2858.82597,834.5465544,1356.853693,3141.217948,2932.563815,2159.483692,7.02724931,5.280347363,4,688,3271.794745,1385.540937,29.85149137,32.06138341,17.27006907,185.7295979,25.89601485,13.50583733,335.1298204,25.56694787,44.94415367,39.1550323,14.01707392,75.65993031,1.060166586,0.843930763,0.163172395,3.182893486,14.03793943,4,80446
THIQAR,Iraq,Dhi-Qar,,,Dhi-Qar,Iraq,Dhi-Qar,,,,31.20699366,367.7123963,3101.185183,266.1137464,126.2914433,-2392.758013,459.3971292,-2597.839614,127.8974453,389.0874803,390.632983,127.8974453,64.94609027,92.02920963,78.44252833,0.000729506,0.023372013,0.023372013,28.76691559,78.44252833,-2337.048962,7015.53854,0.069649806,0.065170339,321.8251624,318.0163359,512.1429127,0.346052799,66.83876547,9.580168102,0.331747618,0.000758882,0.071169082,0.453747537,2.576547789,0.81046938,0.06049372,18.79042172,0,0.497392805,10.07756091,3633.158418,0,2710.231559,1507.188332,132071.2218,2747.799694,23310.5131,23012.4802,8585.744591,4476.883342,2451.58205,927.0406631,16567.15095,7213.612306,269.6235937,1819.356559,98789.95078,4.69E-05,6.81E-05,-1.17E-07,-6.40E-08,-0.002359248,0.023182264,0.00246915,6.818429986,0.00386644,-7.22E-08,1.930781691,0.112932773,2.42E-08,0.632609889,-0.00118004,2.41E-06,0.033544973,16.06630726,0.161786775,9.447046784,3828.44125,172.1425847,0,0.432157818,886.1305347,1170.971596,18.41728108,1505.784578,3.049222375,1705.505209,159.4427413,2098.18801,2888.120392,1119.174784,1712.962886,3101.416701,3150.457055,2643.00764,0.996664721,49.96538951,13,831,15144.36307,1456.034585,24.97494657,27.19209055,6.40767244,199.9113641,22.87979876,10.25854307,109.6060022,12.40372487,42.24636739,37.49858636,13.99276373,77.71494866,1.053787555,0.884636833,0.584406821,2.223498216,12.11450611,13,81303
WASIT,Iraq,Wasit,,,Wasit,Iraq,Wasit,,,,32.65124864,584.8129958,2907.424815,257.9730742,212.2526193,-2404.571889,452.8830385,-2604.033697,121.0834314,384.9986642,385.5289551,121.0834314,63.12676176,91.83192583,126.4991078,0,0.003562365,0.003562365,45.52397903,126.4991078,-2341.743723,7106.55765,0.005371325,0.004448732,298.6497281,293.5905252,462.9458311,0.298441165,60.86395929,14.82520907,0.000291995,0,8.34E-05,0.038816965,2.907162228,0.88438272,0.050748177,20.17706489,0,0.255120703,15.08032977,5803.151733,0,2384.861547,1619.207549,178648.0737,2826.612133,26453.47714,23050.36311,8578.520652,4356.027761,2453.875035,1058.713502,16869.10913,7251.000925,307.87054,1842.237279,133885.1127,-0.001116335,-0.000991621,-1.22E-07,1.77E-07,-0.131280284,-0.044398212,-0.015800328,31.2260018,-0.024201008,-2.59E-07,3.294851112,0.228443921,4.18E-07,1.058042818,-0.001183294,4.38E-05,0.006305811,17.08338494,0.215849404,4.586378267,4223.572434,87.10944107,0,0.216055219,921.3843273,1274.10642,20.82154033,1648.794377,3.533736428,1812.661173,341.8112648,2259.866408,3128.75202,1095.880272,1750.530028,3306.788102,3317.232577,2762.743033,0.638968785,48.49182448,13,747,8978.682102,1464.170632,21.63921229,26.9806675,5.520809141,199.8117285,22.64786127,6.825058723,92.62920833,9.314033423,41.8933422,42.06258365,14.273637,76.23313473,0.947351502,0.721671635,0.409789857,2.299500137,10.53238666,13,80906
